AccSpeciesName,Unnamed: 0,OrigValueStr
Guarea laurentii,71440,1
Guarea macrophylla,83157,1
Guarea megantha,155451,1
Guarea pterorhachis,70794.75,1
Guarea pubescens,60488.33333,1
Guarea purusana,70797,1
Guarea rhopalocarpa,69109.14286,1
Guarea silvatica,70799.75,1
Guarea thompsonii,68700.66667,1
Guarea trunciflora,80046.5,1
Guateria nigrensis,156755,1
Guatteria,48416.2,0.6
Guatteria Poeppigiana,78086.5,1
Guatteria aberrans,145907,1
Guatteria acutissima,54222.5,1
Guatteria aeruginosa,54065.16667,1
Guatteria alutacea,54224.83333,1
Guatteria amplifolia,54520.16667,1
Guatteria asplundiana,107679,1
Guatteria australis,106643.5,1
Guatteria blepharophylla,57649.3,1
Guatteria boliviana,82129,1
Guatteria caribaea,62178,1
Guatteria citriodora,78070,1
Guatteria consanguinea,157040,1
Guatteria curvipetala,157013,1
Guatteria decurrens,78071,1
Guatteria diospyroides,50507.2,1
Guatteria dumetorum,44034.92857,0.928571429
Guatteria galeottiana,76583,1
Guatteria gigante,157066,1
Guatteria glaberrima,64164,1
Guatteria gransmoothie,157067,1
Guatteria guentheri,62739.25,1
Guatteria guianensis,57486.55556,1
Guatteria megalophylla,47750.57143,1
Guatteria odorata,82140,1
Guatteria olivacea,47754.14286,1
Guatteria oliviformis,157014,1
Guatteria planerdorita,157068,1
Guatteria punctomarron,107713.5,1
Guatteria recurvisepala,51573.42857,1
Guatteria schomburgkiana,98649.5,1
Guatteria scytophylla,78089,1
Guatteria slateri,157015,1
Guatteria tomentosa,143267,1
Guatteria xylopioides,70876,1
Guazuma crinita,70831.75,1
Guazuma ulmifolia,48751.5,0.5
Guettarda,144822,1
Guettarda argentea,72712.25,1
Guettarda combsii,154011,0
Guettarda elliptica,65935.4,1
Guettarda foliacea,55349.16667,1
Guettarda macrosperma,52094,0
Guettarda odorata,59246.8,0
Guettarda ovalifolia,58366,0
Guettarda pungens,58368,0
Guettarda scabra,52373.75,1
Guettarda spruceana,88478,1
Guibourtia,156380,1
Guibourtia arnoldiana,156449,1
Guibourtia chodatiana,90748.5,1
Guibourtia coleosperma,114093.6,0.8
Guibourtia conjugata,156450,1
Guibourtia ehie,105935,1
Guibourtia pellegriniana,156569,1
Guibourtia tessmannii,156452,1
Guiera,143460,1
Guiera senegalensis,97611,0.5
Guilfoylia monostylis,72204.6,1
Guioa acutifolia,91939,1
Guioa coriacea,156602,1
Guioa diplopetala,146012,1
Guioa montana,146013,1
Guioa semiglauca,63942.625,1
Guizotia abyssinica,18138,0
Gunnera,137988,1
Gurania eriantha,135631,1
Gustavia augusta,82365.33333,1
Gustavia elliptica,79854.5,1
Gustavia fosteri,59814.8,1
Gustavia gigantophylla,155369,1
Gustavia hexapetala,59662.66667,1
Gustavia longifolia,91102,1
Gustavia macarenensis,150214,1
Gustavia nana,155336,1
Gustavia poeppigiana,155370,1
Gustavia pulchra,155371,1
Gustavia speciosa,150215,1
Gustavia superba,50363.44444,1
Gutenbergia adenocarpa,137643,1
Gutierrezia microcephala,41768.75,0.5
Gutierrezia sarothrae,88188.27907,0.093023256
Gutirrezia sarothrae,133402,0
Guzmania altsonii,138669,1
Guzmania biomeleid,138710,1
Guzmania lingulata,136616,1
Guzmania melinonis,138670,1
Guzmania monostachia,138671,1
Guzmania mucronata,138672,1
Guzmania pleiosticha,138707,1
Guzmania wittmackii,138673,1
Gyminda latifolia,72446.25,1
Gymnacranthera,143896,1
Gymnacranthera bancana,150905,1
Gymnacranthera canarica,155492,1
Gymnacranthera contracta,75915.5,1
Gymnacranthera farquhariana,150907,1
Gymnacranthera farquhariana var. eugeniifolia,151045,1
Gymnacranthera forbesii,76060,1
Gymnacranthera maliliensis,155493,1
Gymnacranthera ocellata,155494,1
Gymnacranthera paniculata,150973,1
Gymnacranthera zippeliana,150974,1
Gymnadenia conopsea,30767,0
Gymnadenia nigra,18610,0
Gymnadenia odoratissima,18140,0
Gymnadenia rhellicani,18611,0
Gymnadenia rubra,18609,0
Gymnadenia widderi,18612,0
Gymnanthes,143589,1
Gymnanthes integra,61617,1
Gymnanthes lucida,63976,1
Gymnanthes remota,138993,1
Gymnanthes riparia,45058.33333,1
Gymnartocarpus triandra,153651,1
Gymnocalycium monvillei,58381,1
Gymnocarpium dryopteris,45029.33333,0.333333333
Gymnocarpium robertianum,31018.5,0
Gymnocarpos,139141,0
Gymnocladus,55218,0
Gymnocladus chinensis,54700,0
Gymnocladus dioica,61748.66667,0
Gymnopodium floribundum,78674.33333,1
Gymnosporia buxifolia,72448.5,0.5
Gymnosporia harveyana,64141.5,1
Gymnosporia heterophylla,143412,1
Gymnosporia magnifolia,83174,1
Gymnosporia senegalensis,69850.875,1
Gymnostachys anceps,9518,1
Gymnostoma,143399,1
Gymnostoma nodiflorum,146430,1
Gymnostoma papuanum,146431,1
Gymnostoma rumphianum,147652,1
Gynerium sagittatum,137334,1
Gynocardia odorata,153167,1
Gynochthodes,135766,1
Gynotroches axillaris,51369.66667,1
Gynoxys,48260.5,1
Gynura,30840,0
Gynura nepalensis,137644,1
Gypothamnium pinifolium,53738.33333,1
Gypsophila fastigiata,77981,0.5
Gypsophila muralis,18144,0
Gypsophila paniculata,18145,0
Gypsophila perfoliata,18146,0
Gypsophila repens,18147,1
Gypsophila scorzonerifolia,18148,0
Gypsophila struthium subsp. hispanica,1528,0
Gyranthera caribensis,150394,0
Gyrocarpus americanus,149773,0
Gyrostemon ramulosus,84111.5,1
Gyrotaenia spicata,62740.5,1
HYDROCHARIS MORSUS-RANAE,30822.5,0
Habenaria,138100,0
Hacquetia epipactis,18150,0
Haemacanthus coccineus,137407,1
Haematodendron,156295,1
Haematodendron glabrum,155495,1
Haematoxylum brasiletto,145973,0
Haemodorum coccineum,73757,1
Haemodorum corymbosum,73758,1
Haenianthus incrassatus,64160.66667,1
Haenianthus salicifolius,58385,1
Hagenia abyssinica,65788,1
Hakea,29687.11111,1
Hakea actites,145033,1
Hakea aculeata,140741,1
Hakea acuminata,43628.88889,1
Hakea adnata,43593.55556,1
Hakea ambigua,40235.2,1
Hakea amplexicaulis,40518.07143,1
Hakea anadenia,43626.66667,1
Hakea arborescens,43804.28571,1
Hakea auriculata,41886.73684,1
Hakea bakeriana,143021,1
Hakea baxteri,40243.7,1
Hakea bicornata,43603.22222,1
Hakea brachyptera,140748,1
Hakea broad-leaved,140826,1
Hakea brownii,40253.4,1
Hakea bucculenta,43751.88889,1
Hakea candolleana,40351.9,1
Hakea ceratophylla,59654.8,1
Hakea cinerea,43647.11111,1
Hakea circumalata,45613.75,1
Hakea clavata,140752,1
Hakea commutata,53183.2,1
Hakea constablei,143111,1
Hakea coriacea,140754,1
Hakea corymbosa,40259.9,1
Hakea costata,43646.77778,1
Hakea crassifolia,144103,1
Hakea cristata,40237.4,1
Hakea cucullata,40337,1
Hakea cyclocarpa,59587,1
Hakea cycloptera,143022,1
Hakea cygna,38177.42857,1
Hakea dactyloides,47869.53846,0.923076923
Hakea divaricata,154625,1
Hakea dohertyi,143023,1
Hakea elliptica,43678.11111,1
Hakea eneabba,43661.66667,1
Hakea epiglottis,98838,1
Hakea erecta,43678.11111,1
Hakea eriantha,143109,1
Hakea erinacea,43640.66667,1
Hakea eyreana,72128.5,1
Hakea falcata,41676.77778,1
Hakea ferruginea,40281.2,1
Hakea flabellifolia,40267.1,1
Hakea florida,40292.7,1
Hakea gibbosa,55048.41667,1
Hakea glabella,42958.88462,1
Hakea hastata,140770,1
Hakea hookeriana,40281,1
Hakea horrida,43794.44444,1
Hakea ilicifolia,54633.85106,1
Hakea incrassata,40546.71429,1
Hakea invaginata,43659.55556,1
Hakea ivoryi,69763.75,1
Hakea kippistiana,43676.27586,1
Hakea laevipes,140774,1
Hakea lasiantha,43702.77778,1
Hakea lasianthoides,27934.27273,1
Hakea laurina,40304.4,1
Hakea lehmanniana,43815.66667,1
Hakea leucoptera,45032.9,1
Hakea linearis,59635.93333,1
Hakea lissocarpha,63160.64286,1
Hakea loranthifolia,141521,1
Hakea lorea,145035,1
Hakea macraeana,145875,1
Hakea macrorrhyncha,143112,1
Hakea marginata,40298,1
Hakea megadenia,143113,1
Hakea megalosperma,40300.2,1
Hakea meisneriana,53520.6,1
Hakea microcarpa,140489,1
Hakea minyma,42635.63636,1
Hakea muelleriana,34064.08333,1
Hakea multilineata,47002.17391,1
Hakea myrtoides,43697.33333,1
Hakea neurophylla,40308.2,1
Hakea newbeyana,43679.88889,1
Hakea nitida,40316.3,1
Hakea obliquaparviflora,140827,1
Hakea obtusa,40319.8,1
Hakea oldfieldii,105508.8333,1
Hakea oleifolia,40338.9,1
Hakea orthorrhyncha,42945.70588,1
Hakea pachyphylla,139265,1
Hakea pandanicarpa,41023.44444,1
Hakea pendens,139266,1
Hakea persiehana,146420,1
Hakea petiolaris,40649.7,1
Hakea platysperma,41780.8,1
Hakea plurinervia,140789,1
Hakea polyanthema,43709.44444,1
Hakea preissii,44068.66667,1
Hakea pritzelii,43745.44444,1
Hakea propinqua,143024,1
Hakea psilorrhyncha,33119.35714,1
Hakea pugioniformis,49937.19048,1
Hakea pycnoneura,40341,1
Hakea recurva,36670.75,1
Hakea repullulans,140793,1
Hakea rostrata,139267,1
Hakea rugosa,139268,1
Hakea ruscifolia,39494.53333,1
Hakea salicifolia,142994.6667,1
Hakea scoparia subsp. trycherica,26936.5,1
Hakea scopariatrycherica,141735,1
Hakea sericea,56417.41379,1
Hakea smilacifolia,141726,1
Hakea stenocarpa,40340.3,1
Hakea stenophylla,44115.44444,1
Hakea strumosa,43713.33333,1
Hakea suaveolens,53990.5,1
Hakea suberea,69793.5,1
Hakea subsulcata,44446,1
Hakea sulcata,43050,1
Hakea terete-leaved,23432.42857,1
Hakea terete-leaved species,31566.5,1
Hakea trifurcata,37896.78947,1
Hakea ulicina,70785.16667,1
Hakea undulata,40356.6,1
Hakea verrucosa,43722.11111,1
Hakea vittata,139269,1
Haldina cordifolia,70387.4878,0
Halerpestes sarmentosa,74851,0
Halesia,68150.5,0
Halesia carolina,52104.5,0
Halesia diptera,65495.66667,0
Halesia macgregorii,53640,0
Halesia tetraptera,128471,0
Halfordia drupifera,156588,1
Halfordia kendack,72185.8,1
Halfordia scleroxyla,152536,1
Halgania cyanea,67821,1
Halimium alyssoides,142212,1
Halimium atriplicifolium,139767,1
Halimium commutatum,50383.66667,1
Halimium halimifolium,46095.08333,1
Halimium umbellatum,43188.33333,1
Halimium umbellatum subsp. viscosum,70808.5,1
Halimodendron,142396,0
Halimodendron halodendron,53928,0
Halocarpus bidwillii,49372.0625,1
Halocarpus biformis,106140.5455,1
Halocnemum strobilaceum,43555.5,0
Halogeton,78811,0
Halogeton glomeratus,79118.66667,0
Halostachus caesia,133520,0
Halostachys belangeriana,49073.4,0.05
Haloxylon ammodendron,60520.55263,0.157894737
Haloxylon persicum,50295.40741,0
Haloxylon salicornicum,76858,1
Haloxylon scoparium,76859,1
Hamalium,138953,1
Hamamelis,144502,1
Hamamelis japonica,84677.66667,0
Hamamelis mollis,54566,0
Hamamelis vernalis,142461,0
Hamamelis virginiana,72359.64286,0
Hamelia,144823,1
Hamelia axillaris,53614.66667,1
Hamelia longipes,64369,1
Hamelia patens,57035.83333,1
Hamelia rostrata,58496,0
Hammarbya paludosa,18153,0
Hampea appendiculata,46278.33333,0.833333333
Hampea nutricia,36462.07692,1
Hancea griffithiana,111010,1
Hancea penangensis,113369.5,0.75
Hancea stipularis,37978.25,1
Hancea subpeltata,148772,1
Handeliodendron bodinieri,155960,1
Handroanthus albus,154872,0
Handroanthus barbatus,72987.5,0
Handroanthus billbergii,104480.5,0
Handroanthus chrysanthus,37820.46667,0
Handroanthus guayacan,100939.1071,0.75
Handroanthus impetiginosus,40509.66667,0.166666667
Handroanthus incanus,61650,1
Handroanthus serratifolius,79890.9,0.6
Hanguana,138469,1
Hanguana malayana,137993,1
Haplocoelum foliolosum,90661.33333,0
Haplocoelum inoploeum,63683.5,1
Haplopappus,76860,1
Haplopappus foliosus,81257.5,1
Haplopappus glutinosus,81815,1
Haplophyllum dauricum,48900.5,0.25
Haplophyllum tragacanthoides,54881.2,0.2
Haplostichanthus,48723.5,1
Hardenbergia violacea,72702,1
Hardwickia binata,45928.28571,0
Harmogia densifolia,142062,1
Harpephyllum caffrum,46219.875,1
Harpullia alata,70273.4,1
Harpullia arborea,146419,1
Harpullia cupanioides,66248,1
Harpullia hillii,73658.75,1
Harpullia pendula,72766.5,1
Harpullia rhyticarpa,61894.2,1
Harrimanella hypnoides,108765.6667,1
Harrisia pomanensis,58509,1
Harungana,145259,1
Harungana madagascariensis,90512.33333,1
Hasseltia floribunda,55689.42857,1
Haumania danckelmaniana,138065,1
Havardia albicans,77824.66667,0
Havardia pallens,41983,1
Hawkesiophyton ulei,136535,1
Hazardia squarrosa,51023,1
Hebe,140605,1
Hebe arganthera,140609,1
Hebe argentea,23294,1
Hebe franciscana,59421.14286,1
Hebe hectorii,42849.83333,1
Hebe pauciramosa,42854.16667,1
Hebe stenophylla,62017,1
Hebe subalpina,45593.85714,1
Hebe x franciscana,29377.41667,1
Hebenstreitia,9980,0
Hebepetalum humiriifolia,74615.66667,1
Hebepetalum humiriifolium,85223.90909,1
Heberdenia bahamensis,47548.44444,1
Hecatostemon completus,150807.5,1
Hechtia,74300.5,1
Hechtia confusa,138674,1
Hechtia glomerata,138675,1
Hechtia liebmannii,138704,1
Hechtia pedicellata,138676,1
Hechtia podantha,138677,1
Hedera canariensis,65619.25,0.75
Hedera colchica,94833.5,1
Hedera helix,32722.83721,0.976744186
Hedera helix fo. poetarum,54061,1
Hedera helix subsp. helix,47241,1
Hedera nepalensis,108300.5,1
Hedera rhombea,93703.33333,1
Hedera sinensis,52905,1
Hedraianthera porphyropetala,70660.83333,1
Hedycarya,145327,1
Hedycarya arborea,98698.61905,1
Hedycarya australasica,46277.375,1
Hedycarya loxocarya,153568,1
Hedychium,138396,1
Hedychium coronarium,138877,1
Hedychium densiflorum,138415,1
Hedychium flavescens,138416,1
Hedychium gardnerianum,138417,1
Hedychium horsfieldii,138878,1
Hedychium spicatum,138418,1
Hedyosmum arborescens,68303.2,1
Hedyosmum bonplandianum,147329,1
Hedyosmum brasiliense,139743,1
Hedyosmum goudotianum,60311.42857,0.857142857
Hedyosmum mexicanum,39695.57143,0.928571429
Hedyosmum nutans,139744,1
Hedyosmum scabrum,139745,1
Hedyotis,139072,1
Hedysarum boreale,73954.5,0
Hedysarum boveanum,140193,1
Hedysarum fruticosum,49191.66667,0.222222222
Hedysarum fruticosum var. laeve,52700,0
Hedysarum fruticosum var. lignosum,54827,0
Hedysarum fruticosum var. mongolicum,54087.5,0
Hedysarum hedysaroides,18155,0
Hedysarum scoparium,43987.875,0
Hedysarum tanguticum,45988.2,0
Hedyscepe canterburyana,147060,1
Heeria argentea,145129,1
Heibenstreitia,138884,0
Heimia myrtifolia,142505,0
Heinsenia diervilleoides,72520.4,1
Heinsia crinita,65519,1
Heisteria acuminata,56788.5,1
Heisteria concinna,48493.08696,1
Heisteria ovata,89575.25,1
Heisteria parvifolia,65734.33333,1
Heisteria scandens,33593.75,1
Heisteria silvianii,111171.5,1
Heisteria spruceana,71329.75,1
Helenium,58534,1
Helenium amarum,138602,0
Helenium amarum var. amarum,138618,0
Helenium aromaticum,138584,0
Helenium atacamense,138585,0
Helenium elegans,138586,0
Helenium glaucum,138587,0
Helenium mexicanum,138588,0
Helianthella quinquenervis,46185.2,0
Helianthemum almeriense,80226.2,1
Helianthemum apenninum,89151.64286,1
Helianthemum cinereum,69464,1
Helianthemum cinereum subsp. rotundifolium,1841,1
Helianthemum hirtum,47819.33333,1
Helianthemum ledifolium,138981,1
Helianthemum marifolium,70809,1
Helianthemum nummularium,38198.2,1
Helianthemum oelandicum subsp. alpestris,52472.33333,1
Helianthemum oelandicum subsp. incanum,29120.5,1
Helianthemum salicifolium,1382,0
Helianthemum squamatum,53100,1
Helianthemum stipulatum,138982,1
Helianthemum syriacum,88300.66667,1
Helianthemum violaceum,55879.8,0.8
Helianthenum apeninum,117501.5,1
Helianthostylis sprucei,73117,1
Helianthus,137586,1
Helianthus annuus,56583.5,0
Helianthus laetiflorus,19575,0
Helianthus microcephalus,74254,0
Helianthus tuberosus,18161,0
Helichrysum arenarium,59625,0.333333333
Helichrysum elatum,60319.71429,1
Helichrysum ferrugineum,56925.2,1
Helichrysum italicum,139577,1
Helichrysum italicum subsp. serotinum,1846,1
Helichrysum lanceolatum,61069,1
Helichrysum stoechas,53607.875,0.875
Helicia,144761,1
Helicia artocarpoides,106259.5,1
Helicia australasica,82890.5,1
Helicia cochinchinensis,59227.27273,0.636363636
Helicia excelsa,153961,1
Helicia ferruginea,72163.8,1
Helicia formosana,102227,1
Helicia glabriflora,73613.75,1
Helicia nilagirica,153972.5,1
Helicia obovatifolia,153963,1
Helicia rengetiensis,90474,1
Helicia reticulata,81110,1
Helicia rufescens,153971,1
Helicia serrata,153972,1
Helicia youngiana,72796.8,1
Heliciopsis,153942,1
Heliconia,137994,1
Heliconia acuminata,137995,1
Heliconia bihai,61560.66667,1
Heliconia caribaea,138757,1
Heliconia irrasa,137997,1
Heliconia latispatha,61562,1
Heliconia marginata,138758,1
Heliconia pogonantha,65711.33333,1
Heliconia psittacorum,138000,1
Heliconia tortuosa,138001,1
Helicostylis,54536,1
Helicostylis elegans,61686.5,1
Helicostylis pedunculata,62393.42857,1
Helicostylis scabra,70854,1
Helicostylis tomentosa,67375.22222,1
Helicostylis tovarensis,45367.66667,1
Helicostylis turbinata,61689,1
Helicteres,141389,1
Helicteres angustifolia,50410.25,1
Helicteres guazumifolia,75905.5,1
Helicteres jamaicensis,58554,1
Helictotrichon bromoides,37561,0
Helictotrichon crassifolium,73671,0
Helictotrichon mongolicum,137186,0
Helictotrichon parlatorei,77675,1
Helictotrichon pratense,37259,1
Helictotrichon pubescens,30084.6,0.6
Helietta apiculata,156579,1
Helietta parvifolia,64310.4,1
Heliocarpus americanus,102715.1667,0.972222222
Heliocarpus appendiculatus,30334.38095,1
Heliocarpus donnellsmithii,65700.33333,0
Heliocarpus pallidus,72788,0
Heliocarpus popayanensis,62445,1
Heliomeris multiflora,98643.75,0
Heliophila,74499,0
Heliopsis helianthoides,76161.5,1
Heliotropium,139664,1
Heliotropium europaeum,18164,0
Heliotropium pycnophyllum,59261.66667,1
Helixanthera parasitica,76894,1
Helleborus abchasicus,138275,1
Helleborus caucasicus,138261,1
Helleborus foetidus,46581.88889,1
Helleborus lividus,51095.71429,1
Helleborus niger,78215,1
Helleborus orientalis,74435,0.5
Helleborus viridis,78216,0
Helmholtzia acorifolia,138171,1
Helminthotheca echioides,10153,0
Helwingia japonica,140335,1
Helycrissum picardii,123282,1
Hemarthria sibirica,73696.5,0
Hemerocallis Middendorffii,47708.5,0.25
Hemerocallis citrina,74820,0
Hemerocallis fulva,55529,0.666666667
Hemerocallis lilioasphodelus,18169,0
Hemigenia purpurea,61820.28571,1
Hemigramma decurrens,73439,1
Hemigraphis,137395,1
Hemiphora bartlingii,82423.5,1
Hemiptelea davidii,52906,0
Henophyton deserti,76861,1
Henriettea,145313,1
Henriettea succosa,59938.6,1
Henriettea tuberculosa,47528.88462,1
Henriquezia verticillata,81227.5,1
Hepatica nobilis,18170,1
Heracleum austriacum,18171,0
Heracleum mantegazzianum,18172,0
Heracleum maximum,47003.5,0
Heracleum sphondylium,39680.41667,0
Heriteria,144328,1
Heritiera,144609,1
Heritiera actinophylla,65068.1,1
Heritiera fomes,153527,1
Heritiera globosa,153543,1
Heritiera javanica,153528,1
Heritiera ornithocephala,153529,1
Heritiera parvifolia,98408.75,1
Heritiera sumatrana,90147.25,1
Herminium monorchis,18174,0
Hernandia,143783,1
Hernandia albiflora,76448,1
Hernandia catalpifolia,62800,1
Hernandia cordigera,149778,1
Hernandia didymantha,54820.83333,1
Hernandia guianensis,155175,1
Hernandia sonora,64692.33333,1
Hernandia stenura,54822.33333,1
Herniaria glabra,30791,1
Herniaria hirsuta,7032,0.333333333
Herrania cuatrecasana,58572,1
Herrania pulcherium,10050,1
Herrania pulcherrima,155407,1
Herrania purpurea,53336.42857,1
Hesperalbizia occidentalis,93068.5,0
Hesperis hyrcana,1386,0
Hesperis matronalis,30792.5,1
Hesperomeles,145491,1
Hesperomeles heterophylla,66716.8,1
Hesperomeles lanuginosa,145506,1
Hesperoyucca whipplei,138935,1
Heteromeles arbutifolia,45403.70968,1
Heteromeles arbutifolia var. arbutifolia,55490.16667,0.666666667
Heteropanax,145138,1
Heteropanax fragrans,156364,1
Heteropappus tataricus,74811,0
Heteropetalum brasiliense,157016,1
Heteropogon,137074,0
Heteropogon contortus,93084.34286,0
Heteropsis oblongifolia,136594,1
Heteropsis peruviana,136595,1
Heteropteris,38352,1
Heteropteris laurifolia,62653,1
Heteropterys,88913.5,1
Heteropterys laurifolia,48659.66667,0.222222222
Heteropterys macrostachya,37711.25,1
Heteropyxis natalensis,151648,1
Heterosmilax chinensis,107911.5,1
Heterosmilax japonica,136510,1
Heterosmilax yunnanensis,136511,1
Heterospathe cagayanensis,147061,1
Heterostemon mimosoides,145975,1
Heterotrichum cymosum,58577,1
Heuchera parvifolia,47067.5,0
Heuchera richardsonii,130827,1
Heusteria,157835,1
Hevea,109513.5,0.5
Hevea brasiliensis,50495.85714,0.392857143
Hevea guianensis,46184.75,0.333333333
Hevea microphylla,148680,0
Hevea nitida,148681,1
Hevea pauciflora,148682,1
Hevea spruceana,148683,1
Hexalobus crispiflorus,65787,1
Hexalobus monopetalus,85053,0
Heynea trijuga,155455,0
Hibbertia,67033,1
Hibbertia bracteata,38284.23529,1
Hibbertia dentata,47133.83333,1
Hibbertia diffusa,65945,1
Hibbertia empetrifolia,59475.5,1
Hibbertia fasciculata,67911.5,1
Hibbertia hexandra,70259.5,1
Hibbertia huegelii,49027.14286,1
Hibbertia hugelii,58590,1
Hibbertia hypericoides,60142.6,1
Hibbertia juncea,75698.5,1
Hibbertia linearis,58363,1
Hibbertia lucens,76170,1
Hibbertia nitida,69950,1
Hibbertia scandens,68875.22222,1
Hibbertia sericea,38715.27273,1
Hibbertia serpyllifolia,69956,1
Hibbertia stricta,42703.42857,1
Hibbertia subvaginata,50230.375,1
Hibiscus,95112.5,1
Hibiscus denudatus,54250.66667,0
Hibiscus meraukensis,75279.5,1
Hibiscus micranthus,69670,1
Hibiscus moscheutos,74088.5,0
Hibiscus rosa,157769,1
Hibiscus rosa-sinensis,38354.11111,1
Hibiscus sabdariffa,138053,1
Hibiscus sturtii,58603,1
Hibiscus syriacus,52257,0
Hibiscus tiliaceus,41821.09091,1
Hibiscus trionum,18178,0
Hicksbeachia pinnatifolia,72473.16667,1
Hieracium alpinum,18179,1
Hieracium amplexicaule,18180,1
Hieracium bauhini,18182,1
Hieracium bifidum,18183,1
Hieracium bifurcum,138589,1
Hieracium bupleuroides,137646,1
Hieracium caesium,77915.5,1
Hieracium cymosum,18186,1
Hieracium denticulatum,48400.5,0.25
Hieracium dollineri,138590,1
Hieracium fendleri,42411,0
Hieracium fuscocinereum,77918.5,1
Hieracium glabratum,138591,1
Hieracium glaucomorphum subsp. franconicum,138616,1
Hieracium glaucum,138568,1
Hieracium hoppeanum,137649,1
Hieracium hypochoeroides subsp. wiesbaurianum,138579,1
Hieracium inuloides,78391,0.5
Hieracium jurassicum,138593,1
Hieracium laevigatum,18193,0
Hieracium murorum,18194,1
Hieracium nigrescens,18195,1
Hieracium picroides,138594,1
Hieracium piliferum,137650,1
Hieracium pilosum,137651,1
Hieracium racemosum,77925.5,0.5
Hieracium sabaudum,18200,0
Hieracium schmidtii,77927,1
Hieracium scorzonerifolium,138595,1
Hieracium sphaerocephalum,138596,1
Hieracium umbellatum,18202,0
Hieracium valdepilosum,138597,1
Hieracium villosum,137654,1
Hierochloe alpina,73387,0
Hierochloe australis,18203,0
Hierochloe odorata,18204.5,0
Hieronyma alchorneoides,59538.28571,0.714285714
Hieronyma duquei,70870,1
Hieronyma jamaicensis,62824,1
Hieronyma oblonga,63579.5,1
Hilaria mutica,30844,0
Hilleria latifolia,138176,1
Hillia parasitica,59098.8,1
Hillia tetrandra,73391,1
Himantoglossum hircinum,18206,1
Himatanthus,99149,0.5
Himatanthus articulatus,90695.2,0.4
Himatanthus attenuatus,146841.5,1
Himatanthus speciosus,157595,1
Himatanthus sucuuba,47824,0.5
Himatanthus tarapotensis,154820,0
Hintonia latiflora,87689.5,0
Hippobromus pauciflorus,49263.57143,1
Hippocratea,135592,1
Hippocratea barbata,57674.4,1
Hippocratea goetzei,71997,1
Hippocratea volubilis,64653.76471,1
Hippocrepis comosa,30808,1
Hippocrepis emerus,29175.5,1
Hippocrepis emerus subsp. emerus,180,0
Hippocrepis scorpioides,69892,1
Hippocrepis unisiliquosa,1388,0
Hippolytia trifida,63647.625,0.125
Hippomane mancinella,41962,1
Hippophae rhamnoides subsp. sinensis,54978,0
Hippophae tibetana,90734,0.666666667
Hippotis albiflora,93872.66667,0
Hippuris vulgaris,30810,1
Hiptage,135673,1
Hiptage bengalensis,135872,1
Hiptage benghalensis,77942.18182,1
Hiraea,135674,1
Hiraea fagifolia,73108,1
Hiraea quapara,65776.5,1
Hiraea reclinata,69140,1
Hiraea smilacina,72060.5,1
Hirculus platysepalus,47523.5,0
Hirschfeldia incana,18210,1
Hirtella,78921.5,1
Hirtella americana,37169,0.75
Hirtella bicornis,70583,1
Hirtella bicornis var. pubescens,62150.5,1
Hirtella bullata,147694,1
Hirtella ciliata,147695,1
Hirtella davisii,63659,1
Hirtella excelsa,59596.71429,1
Hirtella glandulosa,98604,1
Hirtella hebeclada,147697,1
Hirtella lemsii,54520.33333,1
Hirtella lightioides,54694.5,1
Hirtella pilosissima,54589.66667,1
Hirtella punctillata,44401.44444,1
Hirtella racemosa,51562.44444,1
Hirtella rodriguesii,147702,1
Hirtella rugosa,62289,1
Hirtella triandra,86348.97674,1
Histiopteris incisa,19852.5,1
Hodgkinsonia ovatiflora,72968.8,1
Hoffmannia longipetiolata,62427.5,1
Hoffmanseggia,72858,1
Hoffmanseggia falcaria,72854,1
Hoheria angustifolia,55135.14286,1
Hoheria glabrata,56617.66667,0
Hoheria populnea,85369,1
Hoheria sexstylosa,94135.90909,1
Holarrhena curtisii,157596,1
Holarrhena floribunda,99354,1
Holarrhena pubescens,109781,0.666666667
Holboellia angustifolia,80040,1
Holboellia latifolia,72250,1
Holcus lanatus,40263,0.142857143
Holcus mollis,21091.66667,0.666666667
Holigarna arnottiana,146557,1
Hollandaea lamingtoniana,153970,1
Holmbergia tweedii,69542.25,1
Holmskioldia sanguinea,142471,1
Holodiscus,142772,0
Holodiscus discolor,51619.06667,0
Holodiscus dumosus,140955,0
Holopsidium,83987,1
Holoptelea grandis,154298,0
Holoptelea integrifolia,46554.71429,0
Holopyxidium,156241,1
Holosteum umbellatum,18213,1
Homalanthus novoguineensis,54838,1
Homalanthus nutans,58636,1
Homalanthus populifolius,143617,1
Homalanthus populneus,95620.13333,1
Homalium ceylanicum,72226.5,1
Homalium damtongianum,157492,1
Homalium griffithianum,155890,1
Homalium guianense,145702,1
Homalium longistylum,95112.66667,0.333333333
Homalium macropterum,155891,1
Homalium moultonii,158151,1
Homalium racemosum,87281.5,0.5
Homalium rufescens,154705,1
Homalium smythei,155883,1
Homalium stipulaceum,145703,1
Homalium undulatum,156946,1
Homalocalyx thryptomenoides,142042,1
Homalomena,137487,1
Homalomena aromatica,137511,1
Homalomena cordata,137512,1
Homalomena rostrata,137527,1
Homogyne alpina,18214,1
Homogyne discolor,77935,1
Homolepis,137075,1
Homolepis aturensis,137190,1
Homoranthus binghiensis,142554,1
Homoranthus croftianus,142555,1
Homoranthus lunatus,142556,1
