AccSpeciesName,Unnamed: 0,OrigValueStr
Homoranthus virgatus,142557,1
Honckenya peploides,82264,1
Hopea,68212.66667,1
Hopea acuminata,148088,1
Hopea altocollina,148089,1
Hopea andersonii,148090,1
Hopea apiculata,148091,1
Hopea auriculata,148092,1
Hopea basilanica,148093,1
Hopea beccariana,110671,1
Hopea bracteata,148106,1
Hopea cagayanensis,148096,1
Hopea celebica,148097,1
Hopea cernua,148098,1
Hopea chinensis,78503,1
Hopea dasyrrhachis,148099,1
Hopea dryobalanoides,103371,1
Hopea ferrea,108526.25,1
Hopea ferruginea,148103,1
Hopea foxworthyi,148062,1
Hopea glabra,148104,1
Hopea glaucescens,148105,1
Hopea gregaria,148106,1
Hopea griffithii,45274,1
Hopea hainanensis,44261.28571,1
Hopea iriana,148110,1
Hopea johorensis,148111,1
Hopea latifolia,148112,1
Hopea lowii,154978,1
Hopea macrophylla,48040.8,1
Hopea malibato,148113,1
Hopea megacarpa,148114,1
Hopea mengarawan,148115,1
Hopea microptera,74548,1
Hopea montana,148118,1
Hopea myrtifolia,148119,1
Hopea nervosa,93339.33333,1
Hopea nigra,148121,1
Hopea nodosa,148122,1
Hopea nutans,103383.5,1
Hopea odorata,41683.84615,1
Hopea pachycarpa,148130,1
Hopea papuana,148125,1
Hopea parviflora,148126,1
Hopea parvifolia,148127,1
Hopea paucinervis,148128,1
Hopea pedicellata,148129,1
Hopea pentanervia,103387.5,1
Hopea philippinensis,148131,1
Hopea pierrei,79159.25,1
Hopea plagata,148133,1
Hopea polyalthioides,148065,1
Hopea pubescens,148134,1
Hopea recopei,148135,1
Hopea sangal,103391.5,1
Hopea semicuneata,148138,1
Hopea seminis,148259,1
Hopea subalata,148139,1
Hopea sublanceolata,148140,1
Hopea sulcata,148141,1
Hopea treubii,148142,1
Hopea utilis,148143,1
Hopea vesquei,148144,1
Hordelymus europaeus,18217,1
Hordeum bogdanii,137362,0
Hordeum brachyantherum,137191,0
Hordeum brevisubulatum,71197,0
Hordeum bulbosum,137192,0
Hordeum capense,137364,0
Hordeum chilense,137365,0
Hordeum comosum,137193,0
Hordeum cordobense,137366,0
Hordeum flexuosum,137367,0
Hordeum jubatum,80863.25,0
Hordeum marinum,77707.5,0
Hordeum murinum,77708.5,0.5
Hordeum murinum subsp. glaucum,30690,0
Hordeum murinum subsp. leporinum,30691,0
Hordeum pusillum,137290,0
Hordeum secalinum,77710,0
Hordeum spontaneum,83946,0
Hordeum vulgare,61989,0.333333333
Hornstedtia,138397,1
Hornungia petraea,18223,1
Hornungia procumbens,18230,1
Horsfieldia,100968.5,1
Horsfieldia alata,156336,1
Horsfieldia amygdalina,153607,1
Horsfieldia bracteosa,150975,1
Horsfieldia crassifolia,150910,1
Horsfieldia glabra,150973,1
Horsfieldia globularia,150976,1
Horsfieldia grandis,76003,1
Horsfieldia irya,150971.5,1
Horsfieldia iryaghedhi,150914,1
Horsfieldia pallidicaula,50949.33333,1
Horsfieldia punctatifolia,150916,1
Horsfieldia sucosa,150978,1
Hortia arborea,156580,1
Hortia brasiliana,154776,1
Hortonia,145329,1
Hosta sieboldiana,52986.33333,0
Hottonia palustris,30819,1
Houstonia wrightii,42412,0
Hovea acutifolia,140195,1
Hovea lanceolata,66934.4,1
Hovea linearis,60286.16667,1
Hovea trisperma,69207.5,1
Hovenia acerba,55838.2,0.2
Hovenia dulcis,53518.5,0
Howea belmoreana,147062,1
Howea forsteriana,147063,1
Hoya,135851,1
Hoya australis,58652,1
Hoya macrophylla,135858,1
Hoya parasitica,135858,1
Hubbard Brook sites,38357,0
Huberodendron swietenioides,61873.5,1
Huertea putumayensis,154281,0
Hugonia,136061,1
Hugonia castaneifolia,68869,1
Hugonia serrata,136062,1
Hullettia dumosa,141604,1
Humata,136709,1
Humbertiodendron saboureaui,156198,1
Humiria,145257,1
Humiria balsamifera,44650.55556,1
Humiria balsamifera var. floribunda,145258,1
Humirianthera,135896,1
Humiriastrum colombianum,149784,1
Humiriastrum cuspidatum,89334,1
Humiriastrum diguense,51836.88889,1
Humiriastrum excelsum,70931.75,1
Humiriastrum melanocarpum,149788,1
Humiriastrum obovatum,149789,1
Humiriastrum procerum,149802.3333,1
Humiriastrum subcrenatum,82693,1
Humulus lupulus,42217,0
Hunteria umbellata,157701,1
Hunteria zeylanica,90272.33333,1
Huperzia selago,80690.75,1
Huperzia varia,73521,1
Hura crepitans,89922.75758,0.606060606
Hutama,157836,1
Hyalis argentea,68468.75,1
Hybanthus monopetalus,74296,1
Hybanthus prunifolius,60226.55556,1
Hydnocarpus,153166,1
Hydnocarpus castanea,73687,1
Hydnocarpus hainanensis,42749,1
Hydnocarpus kurzii,146503,1
Hydnocarpus macrocarpa,154790,1
Hydnocarpus pentagynus,73762.5,1
Hydnocarpus woodii,73827.5,1
Hydnophytum,139054,1
Hydrangea anomala,72251,0
Hydrangea arborescens,68086.2,0
Hydrangea bretschneideri,47881.5,0
Hydrangea chinensis,58662,0
Hydrangea hirta,99501.5,0
Hydrangea macrophylla,51244,0
Hydrangea paniculata,56678.9,0
Hydrangea peruviana,62432.5,1
Hydrangea petiolaris,82342.66667,0
Hydrangea serratifolia,58667,1
Hydrangea strigosa,140343,0
Hydrangea xanthoneura,143785,0
Hydriastele,146958,1
Hydriastele wendlandiana,157260,1
Hydrilla verticillata,135441,1
Hydrochorea corymbosa,58668,1
Hydrocotyle,137534,1
Hydrocotyle bonariensis,137536,1
Hydrocotyle hirta var. acutiloba,73880,1
Hydrocotyle sibthorpioides,137537,1
Hydrocotyle vulgaris,23956.66667,0.333333333
Hydrogaster trinervis,150406,1
Hydrolea zeylanica,138002,1
Hydrophyllum capitatum,46046.36364,0
Hydrophyllum fendleri,47061,0
Hyeronima,144032,1
Hyeronima alchorneoides,54513.23077,1
Hyeronima oblonga,64566,1
Hylodesmum oxyphyllum,78529.5,0.5
Hylodesmum podocarpum,78750,0
Hylodesmum podocarpum subsp. fallax,78694,1
Hylodesmum podocarpum subsp. oxyphyllum,48684.5,0.25
Hylotelephium tatarinowii,146346,1
Hymenaea,24539,1
Hymenaea courbaril,100015.0976,1
Hymenaea intermedia,156453,1
Hymenaea martiana,104479.5,1
Hymenaea oblongifolia,79965.33333,1
Hymenaea oblongifolia var. palustris,156698,1
Hymenaea parvifolia,76791,1
Hymenaea stigonocarpa,92095.5,0.5
Hymenaea verrucosa,63771,1
Hymenanthera dentata,57025.2,1
Hymenanthes catawbiensis,41956,1
Hymenanthes macrophylla,41957,1
Hymenanthes maxima,41958,1
Hymenocardia acida,86248.5,0.125
Hymenocardia lyrata,144052,1
Hymenocardia ulmoides,49196.42857,1
Hymenodictyon orixense,152472,0
Hymenolobium excelsum,79718,1
Hymenolobium flavum,156454,0
Hymenolobium mesoamericanum,70602.5,0
Hymenolobium modestum,156455,0
Hymenolobium nitidum,109781,0.5
Hymenolobium petraeum,156456,0
Hymenolobium pulcherrimum,156457,0
Hymenolobium sericeum,79720.5,1
Hymenopappus filifolius,42413,0
Hymenopappus mexicanus,42415,0
Hymenophyllum,58738,1
Hymenophyllum australe,73546.5,1
Hymenophyllum darwinii,14914.5,1
Hymenophyllum demissum,19767,1
Hymenophyllum dilatatum,19986.33333,1
Hymenophyllum flabellatum,19677,1
Hymenophyllum flexuosum,19798,1
Hymenophyllum minimum,19939,1
Hymenophyllum multifidum,19858.2,1
Hymenophyllum peltatum,63657.66667,1
Hymenophyllum poolii,19791.33333,1
Hymenophyllum pulcherrimum,19904.5,1
Hymenophyllum pumilum,73548,1
Hymenophyllum revolutum,58823,1
Hymenophyllum sanguinolentum,19916.85714,1
Hymenophyllum scabrum,19868.6,1
Hymenophyllum tunbrigense,66279.33333,1
Hymenophyllum villosum,20095,1
Hymenosporum flavum,65897.16667,1
Hymenostegia pellegrinii,64044.5,1
Hymenoxys grandiflora,47511.5,0
Hymenoxys hoopesii,53807.09091,0
Hymenoxys richardsonii,42416,0
Hyophorbe,157154,1
Hyophorbe lagenicaulis,147064,1
Hyoscyamus niger,18232,0
Hyospathe elegans,121028.3333,1
Hyparrhenia,137076,1
Hyparrhenia diplandra,137201,0
Hypefricum,157801,1
Hypelate trifoliata,66864.2,1
Hypenia,10254,0
Hyperacanthus amoenus,48078.85714,1
Hyperanthera pterygosperma,150892,0
Hyperbaena mexicana,64084,1
Hyperbaena prioriana,62882,1
Hyperia,138885,0
Hypericum androsaemum,140346,0
Hypericum balearicum,51464.28571,1
Hypericum calycinum,25415.16667,1
Hypericum coris,52671,1
Hypericum elegans,18233,0
Hypericum elodes,18234,1
Hypericum empetrifolium,71099.5,1
Hypericum hircinum,53931,0
Hypericum hirsutum,9812.5,0
Hypericum humifusum,18236,1
Hypericum hypericoides,68337.25,0.25
Hypericum irazuense,44222,1
Hypericum linarioides,1391,0
Hypericum maculatum,18237,0
Hypericum majus,18238,0
Hypericum montanum,18239,0
Hypericum perforatum,7056,0
Hypericum prolificum,69163.5,0
Hypericum pulchrum,30832,1
Hypericum reflexum,46260.5,0
Hypericum tetrapterum,35271,0
Hypericum uralum,79340,1
Hypericum x desetangsii,138003,1
Hyperrhenia fillipendula,89054.5,0
Hypertelis salsoloides,74650,0
Hyphaene,146959.5,1
Hyphaene coriacea,147108.5,1
Hyphaene petersiana,147067,1
Hyphaene thebaica,147068,1
Hypocalymma angustifolium,69307.5,1
Hypocalymma phillipsii,142043,1
Hypocalymma tetrapterum,142044,1
Hypochaeris glabra,18243,1
Hypochaeris maculata,35250.66667,0
Hypochaeris radicata,31160.33333,0.333333333
Hypochaeris robertia,138509,1
Hypochaeris uniflora,18246,0
Hypochoeris radicata,1537,0
Hypoestes verticillaris,47416,1
Hypolaena fastigiata,27664.33333,1
Hypolepis ambigua,20247,1
Hypolepis millefolium,19871.5,1
Hypolytrum nemorum,73590.5,1
Hypselodelphys,138767,1
Hypselodelphys zenkeriana,138768,1
Hypserpa decumbens,70257.875,1
Hypserpa laurina,71769,1
Hypserpa nitida,71941,1
Hypserpa smilacifolia,71775.5,1
Hypsophila,144491,1
Hypsophila dielsiana,144493,1
Hyptis,74144,1
Hyptis capitata,139019,1
Hyptis emoryi,53632.33333,1
Hyptis suaveolens,136755,1
Hyptis vilis,10273,1
Hyptis villosa,74718.5,1
Hyssopus officinalis,52556.5,1
Hysterionica jasionoides,66970.33333,1
IBP sites Russia,38359,0
IMPATIENS NOLI-TANGERE,46508,0
Iberis amara,42370.66667,0.333333333
Iberis aurosica,54511,0
Iberis carnosa,54198,0
Iberis ciliata,54512,0
Iberis ciliata subsp. contracta,54513,0
Iberis fontqueri,54515,0
Iberis gibraltarica,54196,1
Iberis linifolia,36223,0.5
Iberis linifolia subsp. stricta,54888,0
Iberis nazarita,53107,1
Iberis odorata,54740,0
Iberis pectinata,54516,0
Iberis pinnata,54741,0
Iberis procumbens,54742,0
Iberis saxatilis,47115.5,1
Iberis semperflorens,54517,1
Iberis sempervirens,97012,1
Iberis spathulata,54518,0
Iberis umbellata,36301,0.5
Ibervillea sonorae,56455.4,0
Ichnocarpus,135513,1
Ichnocarpus frutescens,88036,1
Idesia polycarpa,88544.33333,0
Idesia polycarpa var. vestita,52514,0
Idiospermum australiense,85773.33333,0.666666667
Idria columnaris,155170,0
Iguanura wallichiana,157261,1
Ilex,72456.5,0.5
Ilex aculeolata,157080,1
Ilex affinis,156347,1
Ilex ambigua,94364.5,0.5
Ilex amelanchier,41851,0
Ilex amplifolia,157081,1
Ilex anomala,34136.84615,1
Ilex aquifolium,33295.41667,0.972222222
Ilex argentina,156348,1
Ilex arnhemensis,71958.33333,1
Ilex asprella,70139.5,0.166666667
Ilex belizensis,156640,1
Ilex berteroi,157082,1
Ilex brandegeana,157083,1
Ilex brandegeeana,156950,1
Ilex brasiliensis,157084,1
Ilex brevicuspis,156349,1
Ilex buergeri,157085,1
Ilex canariensis,37396.08333,1
Ilex caroliniana,157086,1
Ilex casiquiarensis,156350,1
Ilex cassine,52553.125,1
Ilex cerasifolia,156351,1
Ilex chapaensis,156352,0
Ilex chinensis,77308.57143,0.785714286
Ilex ciliospinosa,43025,1
Ilex cinerea,157087,1
Ilex cissoidea,74085.5,1
Ilex cochinchinensis,87810,1
Ilex colchica,111813.3333,0.666666667
Ilex corallina,79302,1
Ilex coriacea,47157.28571,1
Ilex cornuta,57033.18182,0.727272727
Ilex costaricensis,63159.75,1
Ilex crenata,95987,1
Ilex curranii,157120,1
Ilex cymosa,156359,1
Ilex dahoon var. laurifolia,157138,1
Ilex decidua,46948.45455,0.090909091
Ilex dioica,107927.5,1
Ilex dipyrena,157088,1
Ilex discolor,48423.28571,1
Ilex discolor var. tolucana,157139,1
Ilex divaricata,157089,1
Ilex dubia,157090,1
Ilex dumosa,93389.33333,1
Ilex excelsa,157113,1
Ilex fargesii,157092,1
Ilex fengqingensis,156952,1
Ilex ficoidea,157093,1
Ilex formosana,157094,1
Ilex fragilis,157095,1
Ilex franchetiana,43056,1
Ilex geniculata,157121,1
Ilex gintungensis,79290,1
Ilex glabra,67095.66667,1
Ilex godajam,118126.5,1
Ilex goshiensis,107902,1
Ilex guianensis,61162.16667,1
Ilex haberi,157098,1
Ilex hanceana,157099,1
Ilex harrisii,64061.33333,1
Ilex havilandii,157122,1
Ilex hylonoma,51501.91667,0.75
Ilex insignis,157100,1
Ilex integerrima,110733.5,1
Ilex integra,124066.3333,0.666666667
Ilex intermedia,43064,1
Ilex interregima,58711,1
Ilex intricata,157101,1
Ilex inundata,90656,1
Ilex jenmanii,156354,1
Ilex kleinii,157124,1
Ilex krugiana,99478.5,1
Ilex kwangtungensis,157103,1
Ilex laevigata,51216.8,0
Ilex lamprophylla,157104,1
Ilex latifolia,70610,1
Ilex laurina,157119,1
Ilex ledermannii,156360,1
Ilex liukiuensis,157125,1
Ilex longipes,157106,1
Ilex macfadyenii,64275.36364,1
Ilex macrocarpa,146885,0
Ilex macropoda,142599,1
Ilex manneiensis,156954,1
Ilex martiniana,156355,1
Ilex matanoana,157126,1
Ilex maximowicziana,157107,1
Ilex memecylifolia,145928,1
Ilex micrococca,85526.66667,0.333333333
Ilex microdonta,157108,1
Ilex mitis,65310.46154,0.923076923
Ilex montana,60789.5,0.5
Ilex mucronata,157109,1
Ilex myricoides,157110,1
Ilex nayana,157111,1
Ilex obcordata,78800.66667,1
Ilex opaca,67427.66667,1
Ilex ovalifolia,157112,1
Ilex pallida,48434.42857,1
Ilex paraguariensis,146888,1
Ilex pedunculosa,114059.75,1
Ilex perado,100079,0.5
Ilex perado subsp. platyphylla,40474.45455,0.909090909
Ilex pernyi,118577,1
Ilex petiolaris,156738,1
Ilex pleiobrachiata,156361,1
Ilex pseudobuxus,93398,1
Ilex pubescens,53124.23529,0.647058824
Ilex quercetorum,64630,1
Ilex retusa,156356,1
Ilex riedlaei,58725,1
Ilex rimbachii,156357,1
Ilex rotunda,66866,1
Ilex rugosa,157127,1
Ilex sclerophylloides,157128,1
Ilex sebertii,157129,1
Ilex serrata,145931,1
Ilex sideroxyloides,61928,1
Ilex skutchii,54461.16667,1
Ilex sterrophylla,156358,1
Ilex subcordata,146892,1
Ilex subrugosa,157115,1
Ilex sugerokii,107922.5,1
Ilex szechwanensis,100065.5,1
Ilex theezans,102811.5,1
Ilex theizans,66616.5,1
Ilex triflora,146894,1
Ilex triflora var. kanehirai,28745,1
Ilex tsoi,50986,0
Ilex umbellata,157118,1
Ilex uniflora,157119,1
Ilex valerioi,157130,1
Ilex versteeghii,145932,1
Ilex verticillata,47378.53333,0.166666667
Ilex viridis,53378,0.5
Ilex volkensiana,157131,1
Ilex vomitoria,57142.66667,1
Ilex warburgii,157132,1
Ilex yunnanensis,43023,1
Iljinia regelii,51053.25,0
Illecebrum verticillatum,18252,0
Illicium,75102.33333,1
Illicium anisatum,44782.33333,1
Illicium floridanum,89503,1
Illicium henryi,70002,1
Illicium lanceolatum,43015,1
Illicium parviflorum,41862,1
Illicium religiosum,69846.75,1
Illicium simonsii,79291,1
Illicium ternstroemioides,50490.75,1
Illicium verum,54699.25,1
Impatiens capensis,18253,0
Impatiens furcillata,47972.5,0.25
Impatiens glandulifera,57522.25,0
Impatiens parviflora,62221.66667,0
Impatiens rubrostriata,79341,0
Impatiens walleriana,74482.5,1
Imperata,137077,1
Imperata cylindrica,84976.07407,0.037037037
Incarvillea sinensis,73171,0
Indigofera,10351,0
Indigofera bungeana,53807,0
Indigofera decora var. ichangensis,55308.4,0.2
Indigofera hirsuta,94588,1
Indigofera kirilowii,52910,0
Indigofera linifolia,74678,1
Indigofera linnaei,81907.6,1
Indigofera potaninii,53808,0
Indigofera pseudotinctoria,52911,0
Indigofera tinctoria,52912,0
Indocalamus latifolius,52913,0
Indocalamus longiauritus,73860,1
Indocalamus tessellatus,49688.5,0.25
Indorouchera griffithiana,135942,1
Inga,29958.11111,1
Inga acreana,64676.66667,1
Inga acrocephala,55948.5,1
Inga acuminata,56133,1
Inga affinis,143707,1
Inga alata,61667,1
Inga alba,61813.57143,1
Inga aria,110113.5,1
Inga auristellae,61669,1
Inga bourgoni,66213,1
Inga bourgonii,103975,1
Inga brachyrhachis,61671.5,1
Inga brachystachya,62193.5,1
Inga brevialata,109789.5,1
Inga capitata,79058.28571,1
Inga cayennensis,70790.8,1
Inga chartacea,85873.5,1
Inga ciliata,61676,1
Inga cinnamomea,70731.25,1
Inga cocleensis,48810.57143,1
Inga cordatoalata,87601.4,1
Inga coriacea,110070.5,1
Inga coruscans,63897.3,1
Inga cylindrica,96876,1
Inga densiflora,49287.55556,1
Inga disticha,86076.25,1
Inga dysantha,156765,1
Inga edulis,52509.08333,1
Inga fagifolia,37122.66667,0.666666667
Inga glomeriflora,61683,1
Inga goldmanii,54144.125,1
Inga graciliflora,156459,1
Inga gracilifolia,72455,1
Inga gracilior,61685,1
Inga hayesii,62548.5,1
Inga heterophylla,90862.66667,1
Inga ilta,61687.5,1
Inga jinicuil,57868.42857,1
Inga lateriflora,79799,1
Inga laterifolia,10382,1
Inga latipes,45409,1
Inga laurina,53120.5,1
Inga leiocalycina,58048.25,1
Inga macrantha,61246.83333,1
Inga macrophylla,58766,1
Inga marginata,55495,1
Inga microcalyx,76868.66667,1
Inga mortoniana,54923,1
Inga mucuna,55399.5,1
Inga multijuga,103605.3846,1
Inga multijuga subsp. aestuariorum,63851.25,1
Inga multinervis,82769.4,1
Inga nobilis,56798.25,1
Inga obidensis,79814.5,1
Inga oerstediana,62763,1
Inga panurensis,79815.5,1
Inga paraensis,79816.5,1
Inga pauciflora,62500.5,1
Inga pavoniana,63776.25,1
Inga pezizifera,51618.41667,1
Inga pilosula,70871.25,1
Inga poeppigiana,61702.5,1
Inga pruriens,61703.5,1
Inga psittacorum,61704.5,1
Inga punctata,44354.4,1
Inga quadrangularis,58791,1
Inga quaternata,41221.08333,1
Inga rubiginosa,71795.5,1
Inga ruiziana,56554.14286,1
Inga rusbyi,61709,1
Inga sapindoides,56555.71429,1
Inga sarayacuensis,61711,1
Inga sarmentosa,75223.5,1
Inga semialata,61693.5,1
Inga sertulifera,53859.5,1
Inga sessilis,156766,1
Inga sinacae,65525,1
Inga spectabilis,58379.625,1
Inga splendens,58706.8,1
Inga stenoptera,149240,1
Inga stipulacea,61715,1
Inga stipularis,72826,1
Inga striata,61931,1
Inga suaveolens,61717,1
Inga subnuda,149461,1
Inga tenuistipula,85900.5,1
Inga tessmannii,61719,1
Inga thibaudiana,49857,1
Inga tocacheana,58808,1
Inga tonduzii,54909,1
Inga umbellifera,56597.28571,1
Inga umbratica,70783.25,1
Inga velutina,59504.66667,1
Inga vera,53968.33333,1
Inga vermelho,82773.5,1
Inga vismiifolia,61725.5,1
Inga yacoana,61726.5,1
Ingá,156230,1
Inhambanella guereensis,156043,1
Inhambanella henriquesii,50916.28571,1
Inhambanella henriquezii,107430,1
Inocarpus,156841,1
Inocarpus fagifer,156460,1
Intsia,156822,0
Intsia africana,75743.33333,1
Intsia palembanica,156461,1
Inula britannica,42320.6,0.2
Inula cappa,41423,0
Inula conyza,26787.5,0.75
Inula germanica,18259,0
Inula helenium,31093,0
Inula hirta,18262,0
Inula japonica,74510.5,0
Inula salicina,18263,0
Inula salsoloides,54931,0
Iodes cirrhosa,104065,1
Iodes ovalis,135667,1
Iodina rhombifolia,77879.66667,1
Ipomoea batatas,135463,0
Ipomoea bracteata,51061,0
Ipomoea cairica,136605,1
Ipomoea carnea,32701.5,0
Ipomoea cholulensis,40699,1
Ipomoea mauritiana,135627,1
Ipomoea pes-caprae,83155.5,0
Ipomoea phyllomega,52318.33333,1
Ipomoea pileata,137878,1
Ipomoea purpurea,10458,0
Ipomoea tenuirostris,135846,1
Ipomoea ternifolia,74596.5,0
Ipomoea triloba,137877,1
Ipomoea wolcottiana,72242.75,0
Ipomopsis aggregata,46224.6,0
Ipomopsis multiflora,115801.5,0
Iresine arbuscula,63124,1
Iriartea,146961,1
Iriartea deltoidea,79994.4,1
Irid,157837,1
Iridaceae,72463.5,0.5
Iris,138009,0
Iris aphylla,18264,0
Iris collettii,138011,0
Iris domestica,48660.5,0.25
Iris foetidissima,90722,1
Iris germanica,18265,0
Iris gracilipes,74894,0
Iris graminea,18266,0
Iris lactea,74835,0
Iris missouriensis,42419,0
Iris oxypetala,48606.5,0.25
